RID,Reaction Link,Records,Reactants,Products,Reactants_List,Products_List,Reactants_SIDs_List,Products_SIDs_List,Products_Available,Status_50,Status_75,Status_100,ReactionOrder,ActivationEnergy,ReactantCID,ProductCID,FeatureVector
10147,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=2025550&r1=4630459&r2=0&r3=0&r4=0&p0=74986&p1=115117&p2=0&p3=0&p4=0&expandResults=true&,1,iso-C3H7 + iso-C4H9,C3H8 + iso-C4H8,"['iso-C3H7', 'iso-C4H9']","['C3H8', 'iso-C4H8']","[10406, 10425]","[3735, 10424]",TRUE,TRUE,TRUE,TRUE,2,,"[137284, 138305]","[6334, 8255]","[ 0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  2.  0.  0.  0.  0.]"
10152,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=2025550&r1=3352576&r2=0&r3=0&r4=0&p0=115071&p1=7732185&p2=0&p3=0&p4=0&expandResults=true&,1,iso-C3H7 + Â·OH,CH3CH=CH2 + H2O,"['iso-C3H7', '·OH']","['CH3CH=CH2', 'H2O']","[10406, 11206]","[6152, 7986]",TRUE,TRUE,TRUE,TRUE,2,,"[137284, 157350]","[8252, 962]","[ 0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  1.  0.  0.]"
10153,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=2025550&r1=3170830&r2=0&r3=0&r4=0&p0=75070&p1=2229074&p2=3352576&p3=0&p4=0&expandResults=true&,1,iso-C3H7 + HO2,CH3CHO + Â·CH3 + Â·OH,"['iso-C3H7', 'HO2']","['CH3CHO', '·CH3', '·OH']","[10406, 8230]","[6256, 11147, 11206]",TRUE,TRUE,TRUE,TRUE,2,,"[137284, 520535]","[177, 3034819, 157350]","[ 0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
10155,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=2025550&r1=2669898&r2=0&r3=0&r4=0&p0=74862&p1=74986&p2=0&p3=0&p4=0&expandResults=true&,3,iso-C3H7 + C2H3,C2H2 + C3H8,"['iso-C3H7', 'C2H3']","['C2H2', 'C3H8']","[10406, 3543]","[3537, 3735]",TRUE,TRUE,TRUE,TRUE,2,,"[137284, 123166]","[6326, 6334]","[ 0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  2.  0.  0.  0.  0.]"
10156,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=2025550&r1=2669898&r2=0&r3=0&r4=0&p0=74851&p1=115071&p2=0&p3=0&p4=0&expandResults=true&,3,iso-C3H7 + C2H3,C2H4 + CH3CH=CH2,"['iso-C3H7', 'C2H3']","['C2H4', 'CH3CH=CH2']","[10406, 3543]","[3548, 6152]",TRUE,TRUE,TRUE,TRUE,2,,"[137284, 123166]","[6325, 8252]","[ 0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  2.  0.  0.  0.  0.]"
10159,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=2025550&r1=2597446&r2=0&r3=0&r4=0&p0=74986&p1=630080&p2=0&p3=0&p4=0&expandResults=true&,1,iso-C3H7 + HCO,C3H8 + CO,"['iso-C3H7', 'HCO']","['C3H8', 'CO']","[10406, 8152]","[3735, 6775]",TRUE,TRUE,TRUE,TRUE,2,,"[137284, 123370]","[6334, 281]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  2.  0.  0.  0.  0.]"
10162,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=2025550&r1=2597435&r2=0&r3=0&r4=0&p0=67561&p1=115071&p2=0&p3=0&p4=0&expandResults=true&,1,iso-C3H7 + (Â·)CH2OH,CH3OH + CH3CH=CH2,"['iso-C3H7', '(·)CH2OH']","['CH3OH', 'CH3CH=CH2']","[10406, 1209]","[6488, 6152]",TRUE,TRUE,TRUE,TRUE,2,,"[137284, 137654]","[887, 8252]","[ 0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  2.  0.  0.  0.  0.]"
10163,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=2025550&r1=2597435&r2=0&r3=0&r4=0&p0=50000&p1=74986&p2=0&p3=0&p4=0&expandResults=true&,1,iso-C3H7 + (Â·)CH2OH,CH2O + C3H8,"['iso-C3H7', '(·)CH2OH']","['CH2O', 'C3H8']","[10406, 1209]","[5375, 3735]",TRUE,TRUE,TRUE,TRUE,2,,"[137284, 137654]","[712, 6334]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
 -1.  0.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  2.  0.  0.  0.  0.]"
10167,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=2025550&r1=2348552&r2=0&r3=0&r4=0&p0=106978&p1=115071&p2=0&p3=0&p4=0&expandResults=true&,1,iso-C3H7 + sec-C4H9,n-C4H10 + CH3CH=CH2,"['iso-C3H7', 'sec-C4H9']","['n-C4H10', 'CH3CH=CH2']","[10406, 10741]","[10557, 6152]",TRUE,TRUE,TRUE,FALSE,2,,"[137284, 137553]","[7843, 8252]","[ 0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  2.  0.  0.  0.  0.]"
10169,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=2025550&r1=2264213&r2=0&r3=0&r4=0&p0=75467&p1=115071&p2=0&p3=0&p4=0&expandResults=true&,1,iso-C3H7 + Â·CF3,CHF3 + CH3CH=CH2,"['iso-C3H7', '·CF3']","['CHF3', 'CH3CH=CH2']","[10406, 10956]","[6736, 6152]",TRUE,TRUE,TRUE,TRUE,2,,"[137284, 137518]","[6373, 8252]","[ 0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  2.  0.  0.  0.  0.]"
10170,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=2025550&r1=2229074&r2=0&r3=0&r4=0&p0=75285&p1=0&p2=0&p3=0&p4=0&expandResults=true&,5,iso-C3H7 + Â·CH3,iso-C4H10,"['iso-C3H7', '·CH3']",['iso-C4H10'],"[10406, 11147]",[10423],TRUE,TRUE,TRUE,TRUE,2,845.5,"[137284, 3034819]",[6360],"[ 0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  2.  0.  0.  0.  0.]"
10171,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=2025550&r1=2229074&r2=0&r3=0&r4=0&p0=74828&p1=115071&p2=0&p3=0&p4=0&expandResults=true&,8,iso-C3H7 + Â·CH3,CH4 + CH3CH=CH2,"['iso-C3H7', '·CH3']","['CH4', 'CH3CH=CH2']","[10406, 11147]","[6597, 6152]",TRUE,TRUE,TRUE,TRUE,2,,"[137284, 3034819]","[297, 8252]","[ 0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  2.  0.  0.  0.  0.]"
10174,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=2025550&r1=2143682&r2=0&r3=0&r4=0&p0=50000&p1=74986&p2=0&p3=0&p4=0&expandResults=true&,1,iso-C3H7 + CH3OÂ·,CH2O + C3H8,"['iso-C3H7', 'CH3O·']","['CH2O', 'C3H8']","[10406, 6504]","[5375, 3735]",TRUE,TRUE,TRUE,TRUE,2,,"[137284, 123146]","[712, 6334]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  1.  0.  0.]"
10176,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=2025550&r1=2143615&r2=0&r3=0&r4=0&p0=74986&p1=115071&p2=0&p3=0&p4=0&expandResults=true&,5,iso-C3H7 + 1-C3H7,C3H8 + CH3CH=CH2,"['iso-C3H7', '1-C3H7']","['C3H8', 'CH3CH=CH2']","[10406, 1553]","[3735, 6152]",TRUE,TRUE,TRUE,TRUE,2,,"[137284, 123145]","[6334, 8252]","[ 0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  2.  0.  0.  0.  0.]"
10177,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=2025550&r1=2143580&r2=0&r3=0&r4=0&p0=75070&p1=2143682&p2=2229074&p3=0&p4=0&expandResults=true&,1,iso-C3H7 + CH3O2Â·,CH3CHO + CH3OÂ· + Â·CH3,"['iso-C3H7', 'CH3O2·']","['CH3CHO', 'CH3O·', '·CH3']","[10406, 6384]","[6256, 6504, 11147]",TRUE,TRUE,TRUE,TRUE,2,,"[137284, 123144]","[177, 123146, 3034819]","[ 0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
10178,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=2025550&r1=2122487&r2=0&r3=0&r4=0&p0=74862&p1=115071&p2=0&p3=0&p4=0&expandResults=true&,1,iso-C3H7 + Â·C2H,C2H2 + CH3CH=CH2,"['iso-C3H7', '·C2H']","['C2H2', 'CH3CH=CH2']","[10406, 10933]","[3537, 6152]",TRUE,TRUE,TRUE,TRUE,2,,"[137284, 123271]","[6326, 8252]","[ 0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  2.  0.  0.  0.  0.]"
10180,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=2025550&r1=2025561&r2=0&r3=0&r4=0&p0=74851&p1=74986&p2=0&p3=0&p4=0&expandResults=true&,5,iso-C3H7 + Â·C2H5,C2H4 + C3H8,"['iso-C3H7', '·C2H5']","['C2H4', 'C3H8']","[10406, 10935]","[3548, 3735]",TRUE,TRUE,TRUE,TRUE,2,,"[137284, 123138]","[6325, 6334]","[ 0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  2.  0.  0.  0.  0.]"
10181,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=2025550&r1=2025561&r2=0&r3=0&r4=0&p0=74840&p1=115071&p2=0&p3=0&p4=0&expandResults=true&,7,iso-C3H7 + Â·C2H5,C2H6 + CH3CH=CH2,"['iso-C3H7', '·C2H5']","['C2H6', 'CH3CH=CH2']","[10406, 10935]","[3689, 6152]",TRUE,TRUE,TRUE,TRUE,2,,"[137284, 123138]","[6324, 8252]","[ 0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  2.  0.  0.  0.  0.]"
10183,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=2025550&r1=2025550&r2=0&r3=0&r4=0&p0=74986&p1=115071&p2=0&p3=0&p4=0&expandResults=true&,22,iso-C3H7 + iso-C3H7,C3H8 + CH3CH=CH2,"['iso-C3H7', 'iso-C3H7']","['C3H8', 'CH3CH=CH2']","[10406, 10406]","[3735, 6152]",TRUE,TRUE,TRUE,TRUE,2,-1438.5,"[137284, 137284]","[6334, 8252]","[ 0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  2.  0.  0.  0.  0.]"
10185,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=2025550&r1=0&r2=0&r3=0&r4=0&p0=115071&p1=12385136&p2=0&p3=0&p4=0&expandResults=true&,14,iso-C3H7,CH3CH=CH2 + HÂ·,['iso-C3H7'],"['CH3CH=CH2', 'H·']",[10406],"[6152, 8457]",TRUE,TRUE,TRUE,TRUE,1,136400,[137284],"[8252, 5362549]","[ 0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  1.  0.  0.  0.  0.]"
10186,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=2025550&r1=0&r2=0&r3=0&r4=0&p0=74851&p1=2229074&p2=0&p3=0&p4=0&expandResults=true&,4,iso-C3H7,C2H4 + Â·CH3,['iso-C3H7'],"['C2H4', '·CH3']",[10406],"[3548, 11147]",TRUE,TRUE,TRUE,TRUE,1,134000,[137284],"[6325, 3034819]","[ 0.  2. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
10202,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=1981802&r1=60528769&r2=0&r3=0&r4=0&p0=106990&p1=12385136&p2=0&p3=0&p4=0&expandResults=true&,2,Â·CH2CH=CH2 + Â·CH2,"1,3-Butadiene + HÂ·","['·CH2CH=CH2', '·CH2']","['1,3-Butadiene', 'H·']","[11090, 10972]","[1396, 8457]",TRUE,TRUE,TRUE,TRUE,2,,"[123136, 123164]","[7845, 5362549]","[ 0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  2.  0.  0.  0.  0.]"
10205,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=1981802&r1=17778802&r2=0&r3=0&r4=0&p0=463490&p1=3352576&p2=0&p3=0&p4=0&expandResults=true&,1,Â·CH2CH=CH2 + OÂ·,CH2=C=CH2 + Â·OH,"['·CH2CH=CH2', 'O·']","['CH2=C=CH2', '·OH']","[11090, 9109]","[4872, 11206]",TRUE,TRUE,TRUE,TRUE,2,,"[123136, 159832]","[10037, 157350]","[ 0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.]"
10207,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=1981802&r1=17778802&r2=0&r3=0&r4=0&p0=74997&p1=3352576&p2=0&p3=0&p4=0&expandResults=true&,1,Â·CH2CH=CH2 + OÂ·,CH3CCH + Â·OH,"['·CH2CH=CH2', 'O·']","['CH3CCH', '·OH']","[11090, 9109]","[5726, 11206]",TRUE,TRUE,TRUE,TRUE,2,,"[123136, 159832]","[6335, 157350]","[ 0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.]"
10208,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=1981802&r1=17778802&r2=0&r3=0&r4=0&p0=74851&p1=2597446&p2=0&p3=0&p4=0&expandResults=true&,1,Â·CH2CH=CH2 + OÂ·,C2H4 + HCO,"['·CH2CH=CH2', 'O·']","['C2H4', 'HCO']","[11090, 9109]","[3548, 8152]",TRUE,TRUE,TRUE,TRUE,2,,"[123136, 159832]","[6325, 123370]","[ 0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.]"
10209,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=1981802&r1=17778802&r2=0&r3=0&r4=0&p0=74851&p1=630080&p2=12385136&p3=0&p4=0&expandResults=true&,1,Â·CH2CH=CH2 + OÂ·,C2H4 + CO + HÂ·,"['·CH2CH=CH2', 'O·']","['C2H4', 'CO', 'H·']","[11090, 9109]","[3548, 6775, 8457]",TRUE,TRUE,TRUE,TRUE,2,,"[123136, 159832]","[6325, 281, 5362549]","[ 0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  1.  0.  1.  0.  0.]"
10210,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=1981802&r1=17778802&r2=0&r3=0&r4=0&p0=50000&p1=2669898&p2=0&p3=0&p4=0&expandResults=true&,1,Â·CH2CH=CH2 + OÂ·,CH2O + C2H3,"['·CH2CH=CH2', 'O·']","['CH2O', 'C2H3']","[11090, 9109]","[5375, 3543]",TRUE,TRUE,TRUE,TRUE,2,,"[123136, 159832]","[712, 123166]","[ 0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.]"
10211,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=1981802&r1=17778802&r2=0&r3=0&r4=0&p0=50000&p1=74862&p2=12385136&p3=0&p4=0&expandResults=true&,1,Â·CH2CH=CH2 + OÂ·,CH2O + C2H2 + HÂ·,"['·CH2CH=CH2', 'O·']","['CH2O', 'C2H2', 'H·']","[11090, 9109]","[5375, 3537, 8457]",TRUE,TRUE,TRUE,TRUE,2,,"[123136, 159832]","[712, 6326, 5362549]","[ 0.  1.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  1.  0.  1.  0.  0.]"
10215,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=1981802&r1=12385136&r2=0&r3=0&r4=0&p0=463490&p1=1333740&p2=0&p3=0&p4=0&expandResults=true&,1,Â·CH2CH=CH2 + HÂ·,CH2=C=CH2 + H2,"['·CH2CH=CH2', 'H·']","['CH2=C=CH2', 'H2']","[11090, 8457]","[4872, 7937]",TRUE,TRUE,TRUE,TRUE,2,,"[123136, 5362549]","[10037, 783]","[-1.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  1.  0.  0.  0.  0.]"
10216,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=1981802&r1=12385136&r2=0&r3=0&r4=0&p0=115071&p1=0&p2=0&p3=0&p4=0&expandResults=true&,3,Â·CH2CH=CH2 + HÂ·,CH3CH=CH2,"['·CH2CH=CH2', 'H·']",['CH3CH=CH2'],"[11090, 8457]",[6152],TRUE,TRUE,TRUE,TRUE,2,29970.33333,"[123136, 5362549]",[8252],"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  1.  0.  0.  0.  0.]"
10224,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=1981802&r1=10035106&r2=0&r3=0&r4=0&p0=115071&p1=10097322&p2=0&p3=0&p4=0&expandResults=true&,2,Â·CH2CH=CH2 + HBr,CH3CH=CH2 + BrÂ·,"['·CH2CH=CH2', 'HBr']","['CH3CH=CH2', 'Br·']","[11090, 8030]","[6152, 3399]",TRUE,TRUE,TRUE,TRUE,2,13200,"[123136, 260]","[8252, 5360770]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0. -1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.]"
10226,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=1981802&r1=10034852&r2=0&r3=0&r4=0&p0=115071&p1=14362448&p2=0&p3=0&p4=0&expandResults=true&,1,Â·CH2CH=CH2 + HI,CH3CH=CH2 + I,"['·CH2CH=CH2', 'HI']","['CH3CH=CH2', 'I']","[11090, 8191]","[6152, 8459]",TRUE,TRUE,TRUE,TRUE,2,20500,"[123136, 21844680]","[8252, 5360629]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.]"
10229,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=1981802&r1=7782447&r2=0&r3=0&r4=0&p0=463490&p1=3170830&p2=0&p3=0&p4=0&expandResults=true&,3,Â·CH2CH=CH2 + O2,CH2=C=CH2 + HO2,"['·CH2CH=CH2', 'O2']","['CH2=C=CH2', 'HO2']","[11090, 8924]","[4872, 8230]",TRUE,TRUE,TRUE,TRUE,2,65150,"[123136, 977]","[10037, 520535]","[ 0.  1. -1.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0. -1.  0.  0.]"
10232,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=1981802&r1=7782447&r2=0&r3=0&r4=0&p0=50000&p1=74862&p2=3352576&p3=0&p4=0&expandResults=true&,1,Â·CH2CH=CH2 + O2,CH2O + C2H2 + Â·OH,"['·CH2CH=CH2', 'O2']","['CH2O', 'C2H2', '·OH']","[11090, 8924]","[5375, 3537, 11206]",TRUE,TRUE,TRUE,TRUE,2,105000,"[123136, 977]","[712, 6326, 157350]","[ 0.  1.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  1.  0. -1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0. -1.  0.  0.]"
10241,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=1981802&r1=7722841&r2=0&r3=0&r4=0&p0=115071&p1=3170830&p2=0&p3=0&p4=0&expandResults=true&,2,Â·CH2CH=CH2 + H2O2,CH3CH=CH2 + HO2,"['·CH2CH=CH2', 'H2O2']","['CH3CH=CH2', 'HO2']","[11090, 7990]","[6152, 8230]",TRUE,TRUE,TRUE,TRUE,2,56800,"[123136, 784]","[8252, 520535]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0. -1.  0.  0.]"
10247,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=1981802&r1=4630459&r2=0&r3=0&r4=0&p0=115071&p1=115117&p2=0&p3=0&p4=0&expandResults=true&,1,Â·CH2CH=CH2 + iso-C4H9,CH3CH=CH2 + iso-C4H8,"['·CH2CH=CH2', 'iso-C4H9']","['CH3CH=CH2', 'iso-C4H8']","[11090, 10425]","[6152, 10424]",TRUE,TRUE,TRUE,TRUE,2,-549,"[123136, 138305]","[8252, 8255]","[ 0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  2.  0.  0.  0.  0.]"
10248,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=1981802&r1=4630459&r2=0&r3=0&r4=0&p0=75285&p1=463490&p2=0&p3=0&p4=0&expandResults=true&,1,Â·CH2CH=CH2 + iso-C4H9,iso-C4H10 + CH2=C=CH2,"['·CH2CH=CH2', 'iso-C4H9']","['iso-C4H10', 'CH2=C=CH2']","[11090, 10425]","[10423, 4872]",TRUE,TRUE,TRUE,TRUE,2,-549,"[123136, 138305]","[6360, 10037]","[ 0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  2.  0.  0.  0.  0.]"
10249,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=1981802&r1=3352576&r2=0&r3=0&r4=0&p0=463490&p1=7732185&p2=0&p3=0&p4=0&expandResults=true&,1,Â·CH2CH=CH2 + Â·OH,CH2=C=CH2 + H2O,"['·CH2CH=CH2', '·OH']","['CH2=C=CH2', 'H2O']","[11090, 11206]","[4872, 7986]",TRUE,TRUE,TRUE,TRUE,2,,"[123136, 157350]","[10037, 962]","[ 0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  1.  0.  0.]"
